Data extracted on 09/09/2024 14:35:23 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,All ISCED 2011 levels,,
Sex,,Males,,
Age class,,From 45 to 54 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),58.3,23.8,9.3,8.6
Belgium,51,21.9,14.1,13
Bulgaria,72.7,16,6.6,4.7
Czechia,53.5,26.3,8.8,11.4
Denmark,39.5,33.6,15,11.9
Germany,:,:,:,:
Estonia,38.3,33.8,13.5,14.4
Ireland,43.9,26.9,12.5,16.7
Greece,65.5,26.2,5.4,3
Spain,54.5,29.1,9.5,6.8
France,50.7,25.6,10.6,13
Croatia,74.4,15.9,6.4,3.3
Italy,70.1,14.7,8.1,7
Cyprus,75.6,15.3,4.9,4.1
Latvia,65.8,15.9,8.5,9.8
Lithuania,66.8,20.4,8,4.9
Luxembourg,36.3,35.6,12,16.1
Hungary,59.9,26.5,7,6.6
Malta,64.2,22.3,8.5,5
Netherlands,42,31.7,16.8,9.5
Austria,47.2,32.2,10.4,10.3
Poland,61.9,21.6,8.2,8.2
Portugal,69.5,21.1,6.1,3.3
Romania,82.2,11.8,3.7,2.3
Slovenia,53.8,27.1,11.2,7.8
Slovakia,70.7,21.2,5,3.1
Finland,34.1,29.9,15.9,20.2
Sweden,31.6,34.9,16.4,17.2
Norway,37.6,31.4,15.2,15.8
Switzerland,24.8,33.2,17.8,24.2
Montenegro,79.7,14.6,3.1,2.6
Serbia,81.1,14.6,3,1.3
Türkiye,80.2,11.6,3.7,4.5
,,,,
Special value,,,,
:,not available,,,
