Data extracted on 09/09/2024 14:35:28 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Females,,
Age class,,From 25 to 34 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),44,32.5,11.5,12
Belgium,41.5,27,19.1,12.4
Bulgaria,49.3,24.4,16.3,10
Czechia,27.9,42,12.8,17.3
Denmark,37.1,38.2,10.1,14.6
Germany,:,:,:,:
Estonia,18.3,46.1,15,20.6
Ireland,40.4,22.4,14.5,22.7
Greece,42.5,43.4,8.4,5.7
Spain,36.1,47.7,9.2,7
France,42.3,33.6,10.8,13.3
Croatia,46,30.9,12.3,10.8
Italy,65.3,15.2,9.5,10
Cyprus,73.3,18.7,5.2,2.8
Latvia,44.1,22.9,17.2,15.9
Lithuania,52,32.6,10.7,4.7
Luxembourg,17.6,64.1,9.5,8.8
Hungary,44.4,34.1,12.6,8.9
Malta,45.7,36.5,10.3,7.6
Netherlands,32.5,34.5,12.8,20.2
Austria,28.8,39.1,16.4,15.7
Poland,35,28.8,18.2,18
Portugal,48.2,41.4,6.4,4.1
Romania,63.6,28.9,6.1,1.4
Slovenia,29.9,32.6,9.7,27.8
Slovakia,39.6,36.9,12.9,10.5
Finland,26.2,33,14.5,26.3
Sweden,32.7,37.1,12.2,18.1
Norway,24.8,41.1,9.9,24.3
Switzerland,16.8,40,20,23.1
Montenegro,59.3,26,10.2,4.6
Serbia,46.3,35.4,14.8,3.5
Türkiye,55.8,24.6,9.1,10.5
,,,,
Special value,,,,
:,not available,,,
