Data extracted on 09/09/2024 14:35:26 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Total,,
Age class,,From 25 to 29 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),53.1,27.2,10.1,9.6
Belgium,52.9,21.3,16.9,8.9
Bulgaria,55.2,23.1,14.6,7.1
Czechia,43.6,34.1,9.4,12.8
Denmark,39,37.9,14.7,8.4
Germany,:,:,:,:
Estonia,21.4,48.1,15.6,15
Ireland,60.2,16.1,7.6,16.2
Greece,49.1,37.6,8,5.3
Spain,41.6,42,9.3,7.1
France,53.8,26,10.4,9.8
Croatia,61,21.7,9.8,7.5
Italy,67,13.4,10.1,9.5
Cyprus,76.9,15.2,3.3,4.6
Latvia,54.9,23.5,13.1,8.5
Lithuania,66.5,18.8,8.2,6.5
Luxembourg,24.1,58,9,8.8
Hungary,56.1,28.6,9.1,6.2
Malta,59.1,25.5,10.4,4.9
Netherlands,45.4,32.3,8.4,13.9
Austria,41.9,33,13.8,11.3
Poland,50.8,25.2,12.1,11.8
Portugal,62.9,30.6,4.6,2
Romania,70.3,22.4,4,3.3
Slovenia,46.1,33.9,8.4,11.6
Slovakia,67.3,20.8,5,6.9
Finland,37.8,30.8,17.9,13.5
Sweden,36.3,37.2,14.3,12.3
Norway,32.9,40.2,8.5,18.5
Switzerland,19.7,39,18.5,22.7
Montenegro,64.9,19,7.5,8.6
Serbia,60.2,23.2,13.9,2.7
Türkiye,61.8,22.1,8.2,7.9
,,,,
Special value,,,,
:,not available,,,
