Data extracted on 09/09/2024 14:35:31 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Tertiary education (levels 5-8),,
Sex,,Females,,
Age class,,From 65 to 74 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),12.7,25.7,21.5,40.1
Belgium,15.6,20.1,18.8,45.5
Bulgaria,26.9,23.8,19.6,29.7
Czechia,5.4,20.3,28.1,46.2
Denmark,2.9,34.2,21.7,41.2
Germany,:,:,:,:
Estonia,13.5,27.8,16.5,42.1
Ireland,6,23.1,12.6,58.3
Greece,21.2,45.5,22.6,10.7
Spain,12.9,36.9,20.8,29.4
France,6.6,17.9,17.5,58.1
Croatia,20.4,31.3,25.3,22.9
Italy,22.2,16.9,18.2,42.8
Cyprus,16,34.8,29.8,19.4
Latvia,24.6,22.7,24.9,27.9
Lithuania,16.5,30.1,23.3,30.1
Luxembourg,3.5,26.8,27.3,42.4
Hungary,12.8,30.4,24.8,31.9
Malta,27,18.4,8.2,46.4
Netherlands,10,18.2,36.9,34.9
Austria,5.9,25.8,19.6,48.7
Poland,9.7,24.7,19.5,46.1
Portugal,11.6,37.1,28,23.2
Romania,21.3,42.2,28.1,8.4
Slovenia,13,21.6,19.3,46.1
Slovakia,10.8,40.4,26,22.8
Finland,9.7,25.5,17.8,47
Sweden,8.2,15.8,25,50.9
Norway,9.3,21.9,26.3,42.5
Switzerland,4.6,15.4,23.2,56.9
Montenegro,40.6,26,21.4,12.1
Serbia,18.4,32.7,27.4,21.5
Türkiye,26.2,33,20.7,20.1
,,,,
Special value,,,,
:,not available,,,
