Data extracted on 09/09/2024 14:35:30 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Tertiary education (levels 5-8),,
Sex,,Males,,
Age class,,From 45 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),28.3,34.3,17.8,19.7
Belgium,26.1,30.6,20.4,22.9
Bulgaria,39.4,31.5,15.3,13.8
Czechia,22.5,35.1,20.2,22.2
Denmark,26.9,38.8,17.1,17.3
Germany,:,:,:,:
Estonia,22.4,40.4,16.5,20.7
Ireland,21.2,32,16.3,30.6
Greece,41.8,39.8,12.2,6.3
Spain,32,37,16.5,14.5
France,23.2,29.4,20.4,27
Croatia,37.4,32.7,17.7,12.2
Italy,34.1,22.9,18.2,24.8
Cyprus,54.5,28.9,8.8,7.8
Latvia,42.6,24.2,15.5,17.7
Lithuania,41.2,34.7,15.3,8.7
Luxembourg,15.1,43.8,18,23.1
Hungary,20.8,43.2,18.8,17.2
Malta,31.4,34.5,20.6,13.5
Netherlands,23.2,38.6,22.7,15.4
Austria,27,35.4,17.1,20.4
Poland,20.3,39.4,15.7,24.6
Portugal,30.4,36.4,18.5,14.7
Romania,37.2,36.2,14,12.6
Slovenia,25.4,41.2,16.5,16.9
Slovakia,34,44.2,10.7,11.1
Finland,21.1,31.8,20.1,27
Sweden,21.7,34.5,20.8,22.9
Norway,20,37.5,19.7,22.8
Switzerland,16,31.6,21.1,31.3
Montenegro,40.8,35.7,14.9,8.7
Serbia,43.4,39.8,11.9,4.9
Türkiye,41,26.6,13.7,18.6
,,,,
Special value,,,,
:,not available,,,
