Data extracted on 09/09/2024 14:35:27 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Total,,
Age class,,From 55 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),49.1,26.9,10.9,13.1
Belgium,47.6,20.6,11.9,19.9
Bulgaria,70.4,19,6.5,4.1
Czechia,38,32.7,14.2,15.2
Denmark,33.5,36.1,14.2,16.1
Germany,:,:,:,:
Estonia,37,33.9,12.7,16.4
Ireland,28.9,31.6,12.4,27.1
Greece,54.9,33.5,8.1,3.5
Spain,38.8,38.6,12.3,10.3
France,43.3,25.7,12.2,18.8
Croatia,66.5,21.3,7.3,4.9
Italy,54.9,20.6,10.7,13.8
Cyprus,65.5,23.3,7,4.2
Latvia,59.2,18.5,11.7,10.6
Lithuania,64.8,21.2,6.7,7.3
Luxembourg,27.7,38.8,15.3,18.2
Hungary,53.7,30.9,8.1,7.3
Malta,46.2,27.9,11.4,14.4
Netherlands,35.5,28.6,17.5,18.3
Austria,37.8,33.5,13.6,15.1
Poland,54.5,23.8,10,11.7
Portugal,45,37.6,9.3,8.1
Romania,80,15.6,2.8,1.7
Slovenia,49.3,25.8,11.5,13.5
Slovakia,56.3,30.1,8.3,5.4
Finland,40,27.6,13.4,19
Sweden,35.8,27.1,16,21.2
Norway,35.6,27.5,17,19.9
Switzerland,22.6,30,17.3,30.1
Montenegro,75.9,14.3,4.3,5.5
Serbia,72.7,18,5.7,3.5
Türkiye,68.5,19.5,5.3,6.7
,,,,
Special value,,,,
:,not available,,,
