Data extracted on 09/09/2024 14:35:27 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Total,,
Age class,,From 45 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),51.6,26.6,10.3,11.6
Belgium,51.2,20.2,13.1,15.5
Bulgaria,71.1,18.1,6.2,4.5
Czechia,39.1,32.8,13.6,14.5
Denmark,34.9,34.6,14.2,16.4
Germany,:,:,:,:
Estonia,35.2,35.1,14.9,14.7
Ireland,35.7,27.7,11.9,24.6
Greece,56.7,33,6.8,3.5
Spain,41.9,38.1,11.1,8.9
France,47,26.7,11.3,15.1
Croatia,67.1,20.6,7.4,4.9
Italy,57.6,20.1,9.9,12.4
Cyprus,70.5,20.3,5.8,3.4
Latvia,60.7,17.4,11.8,10
Lithuania,64.1,21.5,7.6,6.7
Luxembourg,30.3,39.1,11.8,18.7
Hungary,54.8,29.8,8.1,7.3
Malta,45.8,32,10.5,11.7
Netherlands,38.7,27.9,16.6,16.8
Austria,39.8,33,12.6,14.6
Poland,55.4,23.5,9.9,11.3
Portugal,49.5,37.1,8.4,5
Romania,81.8,14.4,2.7,1.1
Slovenia,50.1,26.4,11.2,12.3
Slovakia,57.1,28.4,9,5.5
Finland,36.8,29.3,13.7,20.3
Sweden,33.2,29.5,15,22.2
Norway,37.5,28.2,15.2,19.2
Switzerland,23.6,32.7,16.1,27.6
Montenegro,75.4,15.8,4,4.9
Serbia,73.3,18.8,5.2,2.7
Türkiye,68.2,20.4,5.7,5.7
,,,,
Special value,,,,
:,not available,,,
