Data extracted on 09/09/2024 14:35:26 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Females,,
Age class,,From 45 to 54 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),68.3,21.4,5,5.4
Belgium,65.9,13.1,11,10.1
Bulgaria,95.2,2.7,1.2,0.9
Czechia,62.4,17.3,13.7,6.6
Denmark,59.7,26.5,9.5,4.3
Germany,:,:,:,:
Estonia,58.7,24,10.5,6.7
Ireland,56.2,24.2,8.6,11
Greece,68.3,25.9,4.3,1.5
Spain,61.8,29.3,4.7,4.2
France,57.9,33.3,4.3,4.5
Croatia,82.3,11.5,5.9,0.4
Italy,77.9,12.6,3.8,5.8
Cyprus,82.4,13.4,1.4,2.8
Latvia,81.1,17,1,1
Lithuania,80.3,13.6,2.9,3.1
Luxembourg,55.7,28.2,8.5,7.6
Hungary,78.7,13.1,6.3,2
Malta,60.6,26.5,6,6.9
Netherlands,47.3,17.4,15.2,20.1
Austria,65.5,23,5.2,6.2
Poland,55.8,21,9.5,13.8
Portugal,77.9,18.6,2.2,1.2
Romania,91.7,7.5,0.5,0.3
Slovenia,69.4,20.2,6.4,3.9
Slovakia,92.2,2.2,1.3,4.3
Finland,:,:,:,:
Sweden,38.5,36.6,15.5,9.3
Norway,49,21.6,11.3,18.1
Switzerland,48.4,39.4,6.1,6.2
Montenegro,89.3,8.7,0,2
Serbia,94.4,5,0.6,0
Türkiye,85.1,12.4,1.4,1.1
,,,,
Special value,,,,
:,not available,,,
