Data extracted on 09/09/2024 14:35:26 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Females,,
Age class,,From 25 to 34 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),69.1,20.7,5.1,5.1
Belgium,67.2,24.3,8,0.5
Bulgaria,93.4,4.3,1.5,0.9
Czechia,62.9,24.6,5.9,6.6
Denmark,29.4,26.6,17.7,26.3
Germany,:,:,:,:
Estonia,42.6,30.1,2.4,25
Ireland,55.8,16.9,5.9,21.4
Greece,78.5,21.5,0,0
Spain,61.5,30.6,4.8,3.1
France,56.1,30.8,7.9,5.2
Croatia,:,:,:,:
Italy,82.4,9.6,3.6,4.5
Cyprus,85.7,2.2,9,3
Latvia,67.8,13,15.5,3.7
Lithuania,53.3,23.6,6.2,16.9
Luxembourg,28,65.4,4.5,2.1
Hungary,83.5,8.1,7.1,1.3
Malta,69.3,23.7,6.6,0.4
Netherlands,40.7,28.3,0.5,30.5
Austria,48.4,31.5,15,5.1
Poland,80.4,13.8,3.8,2.1
Portugal,77.5,20.5,0.2,1.8
Romania,95.3,2.4,2.1,0.2
Slovenia,:,:,:,:
Slovakia,77.9,14.6,0,7.5
Finland,:,:,:,:
Sweden,37.2,34.7,15.3,12.8
Norway,39,31.4,4.7,24.8
Switzerland,20.9,48.2,25.7,5.2
Montenegro,94.7,5.3,0,0
Serbia,95.7,3.4,0,0.9
Türkiye,82.5,12.6,2.2,2.8
,,,,
Special value,,,,
:,not available,,,
