Data extracted on 09/09/2024 14:35:25 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Males,,
Age class,,From 25 to 34 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),77.1,15.8,4,3
Belgium,70,18.4,6.8,4.8
Bulgaria,98.7,0.8,0,0.4
Czechia,63.9,10.3,7.7,18.2
Denmark,46.1,34.2,11.6,8.2
Germany,:,:,:,:
Estonia,55.4,31,7.2,6.3
Ireland,86.1,11.9,2.1,0
Greece,84.8,12.2,1.5,1.5
Spain,75,18.8,3.1,3.1
France,76,18,2.2,3.8
Croatia,97.1,2.9,0,0
Italy,82.9,12.4,2.6,2.1
Cyprus,93,7,0,0
Latvia,93.8,3,0,3.2
Lithuania,95.5,4.5,0,0
Luxembourg,66.9,30.7,2.5,0
Hungary,87.8,9.8,2.4,0
Malta,88.5,9.5,1,1
Netherlands,52.9,19.2,22.3,5.6
Austria,55.6,38.7,0,5.7
Poland,86.8,8.7,3.9,0.6
Portugal,84.2,14.4,0.6,0.8
Romania,98.4,1.6,0,0
Slovenia,:,:,:,:
Slovakia,95.5,3.9,0,0.6
Finland,40.5,36.5,18.5,4.5
Sweden,35.5,36.1,17,11.3
Norway,44.8,35.6,8.7,10.9
Switzerland,41.5,50.3,1.4,6.8
Montenegro,96.2,0,0,3.8
Serbia,97.8,0.1,0,2.1
Türkiye,90.1,7.3,1.4,1.2
,,,,
Special value,,,,
:,not available,,,
