Data extracted on 09/09/2024 14:35:25 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Females,,
Age class,,From 16 to 24 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),31.7,32.5,18.8,17
Belgium,28.1,28.5,21.3,22.1
Bulgaria,61.9,22.7,10.2,5.1
Czechia,12.7,31.5,29.3,26.5
Denmark,20.2,50.2,16.2,13.4
Germany,:,:,:,:
Estonia,14.2,29.7,25.2,30.9
Ireland,21.3,29.7,11,38
Greece,34.1,44.4,10.3,11.1
Spain,28,43.7,17.6,10.7
France,21.7,34,21.5,22.8
Croatia,10.9,32.1,32.8,24.2
Italy,52.7,22,12.3,12.9
Cyprus,75.7,19.9,3.5,1
Latvia,24.3,28.7,28.3,18.7
Lithuania,14.5,32.5,37.5,15.6
Luxembourg,31.6,41.7,7,19.7
Hungary,36.9,34.1,18.8,10.3
Malta,63.3,22.5,0,14.2
Netherlands,47.5,21,17,14.5
Austria,23.5,42.7,18.4,15.4
Poland,8.4,23.2,33.6,34.7
Portugal,35.5,42.7,15.6,6.2
Romania,37.9,31.4,19.9,10.8
Slovenia,12.7,40.4,20.1,26.7
Slovakia,25.8,33.6,24.1,16.5
Finland,19.6,39.6,25.4,15.4
Sweden,25.2,42.6,15.9,16.3
Norway,23.9,45.6,16.2,14.3
Switzerland,10.6,32.9,24.2,32.3
Montenegro,23.4,41.9,14.8,19.9
Serbia,23.2,45.9,27.5,3.3
Türkiye,50.5,22.2,11.5,15.7
,,,,
Special value,,,,
:,not available,,,
