Data extracted on 09/09/2024 14:35:28 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Females,,
Age class,,From 30 to 54 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),43.8,31.8,11.9,12.4
Belgium,43.8,25.7,15.9,14.6
Bulgaria,59.2,23.6,9.9,7.4
Czechia,25.2,40.1,17.9,16.8
Denmark,29.9,33.3,14.9,21.9
Germany,:,:,:,:
Estonia,25.7,39.9,17.6,16.8
Ireland,27.9,30.9,11.6,29.5
Greece,50.2,39.3,6.8,3.8
Spain,39,44.6,8.8,7.6
France,38.7,33.5,13.8,14
Croatia,50.2,28.1,14.1,7.6
Italy,58.8,20.2,9.1,12
Cyprus,66.9,23.4,6.1,3.6
Latvia,47.6,22.5,17.1,12.8
Lithuania,49.7,32.4,10.9,7
Luxembourg,23.9,48.2,9.2,18.7
Hungary,44.9,35.5,10.4,9.3
Malta,40.2,39.8,10.1,9.9
Netherlands,31.2,30.9,18.6,19.3
Austria,28.8,36.3,16.5,18.4
Poland,42.2,28.2,13.8,15.8
Portugal,43,44.7,8.8,3.6
Romania,69.6,24.4,5.1,0.9
Slovenia,32.8,30,15,22.2
Slovakia,38.3,39.6,14.5,7.6
Finland,24.4,33.9,15.3,26.4
Sweden,27.8,31.8,14.5,25.9
Norway,26.7,31.8,15.5,25.9
Switzerland,18.8,38.8,17.4,25
Montenegro,65.4,21.3,7.2,6.1
Serbia,58.4,30.8,7.6,3.1
Türkiye,54.5,26.4,9.9,9.2
,,,,
Special value,,,,
:,not available,,,
