Data extracted on 09/09/2024 14:35:22 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,All ISCED 2011 levels,,
Sex,,Total,,
Age class,,65 years or over,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),52.9,21.8,10.6,14.8
Belgium,43.2,20,12.8,24
Bulgaria,67.3,16.7,8.1,7.9
Czechia,34.1,30.8,14.9,20.2
Denmark,26.5,32.3,16.2,25
Germany,:,:,:,:
Estonia,33.1,28,14.3,24.5
Ireland,36.7,25,11.4,27
Greece,70,21.2,5.3,3.5
Spain,56.4,25.6,8.6,9.4
France,39.2,23.9,12.7,24.2
Croatia,68.2,18.2,7.7,5.9
Italy,72.6,11.8,6.4,9.2
Cyprus,66.5,19.8,7.8,5.9
Latvia,49.4,18.6,14.5,17.6
Lithuania,53.4,24.5,10.8,11.3
Luxembourg,20.4,36.5,17.6,25.4
Hungary,48.9,26.6,11.9,12.6
Malta,60.6,21.5,7.5,10.4
Netherlands,31.6,22.2,23.3,22.9
Austria,40.5,29.1,13.9,16.6
Poland,54.1,18.6,10.7,16.6
Portugal,66.9,23,5.7,4.4
Romania,81.1,14,3.5,1.4
Slovenia,44,25.9,11.3,18.8
Slovakia,56.9,26.1,10.1,6.9
Finland,37.1,26.9,11.8,24.1
Sweden,33.8,22.1,17.7,26.3
Norway,27.9,26.3,16.6,29.3
Switzerland,21.8,27.5,17.3,33.4
Montenegro,79.2,12.4,4.5,3.8
Serbia,74.6,15.1,5.5,4.9
Türkiye,85.9,9.1,2.2,2.9
,,,,
Special value,,,,
:,not available,,,
