Data extracted on 09/09/2024 14:35:28 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Females,,
Age class,,From 65 to 74 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),35.3,28.8,14.7,21.2
Belgium,29.1,23.9,16.5,30.5
Bulgaria,56.9,25.5,10.6,7
Czechia,18.7,34.4,19.5,27.4
Denmark,21.1,30.1,17.3,31.5
Germany,:,:,:,:
Estonia,22.4,32.1,19,26.5
Ireland,13.8,31.7,15,39.5
Greece,47.8,39.3,7.5,5.4
Spain,25.9,38.5,16.6,19
France,24.4,27.5,16.4,31.8
Croatia,49.6,29.8,12,8.6
Italy,46.3,21.1,11.8,20.9
Cyprus,42.9,31.9,15,10.2
Latvia,41.7,22.7,16.2,19.4
Lithuania,43.2,32.9,13.6,10.3
Luxembourg,9.3,32.2,18.5,40
Hungary,37.9,30.4,16,15.7
Malta,32.3,35.1,9.9,22.7
Netherlands,17.2,26.1,26.1,30.6
Austria,24.4,36.2,19.9,19.4
Poland,38.9,25.7,14,21.5
Portugal,31.7,45.9,12.3,10.1
Romania,72.2,20.7,5.4,1.6
Slovenia,33.8,30.3,15.3,20.6
Slovakia,40.1,36.6,14.5,8.8
Finland,26.4,30.9,13.9,28.8
Sweden,16.1,21.1,20.6,42.3
Norway,19,21.8,20.5,38.7
Switzerland,11.7,23.6,18.7,46
Montenegro,71.7,16.7,6.3,5.4
Serbia,56,28.8,7.5,7.7
Türkiye,59.7,18.7,7.9,13.7
,,,,
Special value,,,,
:,not available,,,
