Data extracted on 09/09/2024 14:35:27 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,
Sex,,Total,,
Age class,,From 75 to 84 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),45.3,26,12.3,16.4
Belgium,42.2,24.7,12.3,20.8
Bulgaria,68.8,16.9,8,6.3
Czechia,37.3,28.4,14.4,19.9
Denmark,32.1,33.1,15.8,19
Germany,:,:,:,:
Estonia,34.5,26.5,13.1,25.9
Ireland,28.6,30.4,14.1,26.8
Greece,60,27.9,7.8,4.4
Spain,37.1,36.7,11.9,14.2
France,36,24.7,13.4,25.9
Croatia,62.6,19.6,9.7,8.1
Italy,56.1,20.3,10,13.6
Cyprus,53.7,30.9,9.5,5.9
Latvia,51.4,15.4,14,19.2
Lithuania,59.8,24.5,9.2,6.5
Luxembourg,28.6,35.2,20.9,15.3
Hungary,47.1,30.6,10.8,11.4
Malta,29.1,35.5,13.3,22.1
Netherlands,28.1,24.4,23.5,24.1
Austria,37.7,31,16.1,15.2
Poland,52.8,20.1,10.9,16.3
Portugal,49.7,34.8,9.2,6.2
Romania,78.6,17.6,2.7,1.1
Slovenia,41.5,26.9,9.7,21.9
Slovakia,56.7,29.1,8.3,5.9
Finland,39.9,24.8,13.9,21.4
Sweden,31.7,25.2,19.2,23.9
Norway,22.5,27.7,14.3,35.6
Switzerland,24.8,29.7,17.4,28.1
Montenegro,76.6,17.3,3.5,2.6
Serbia,75.3,15.2,4.4,5.1
Türkiye,56.3,29.2,2.1,12.5
,,,,
Special value,,,,
:,not available,,,
