Data extracted on 09/09/2024 14:35:23 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,All ISCED 2011 levels,,
Sex,,Females,,
Age class,,From 20 to 64 years,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),36.5,31.1,15.1,17.4
Belgium,30.2,25.7,21.6,22.6
Bulgaria,51.3,24,14.8,9.9
Czechia,22.5,36.6,19.4,21.5
Denmark,20.7,35.9,19.2,24.2
Germany,:,:,:,:
Estonia,18.8,37.6,19.9,23.7
Ireland,23.1,29,13.3,34.6
Greece,43.2,39.5,11.2,6
Spain,34.6,41.7,12.9,10.9
France,28.4,31.5,17.1,23
Croatia,42.3,28.7,16.5,12.6
Italy,56,17.9,10.9,15.2
Cyprus,58.7,26.8,8.9,5.6
Latvia,36.4,26,20.2,17.5
Lithuania,32.5,34.6,18.3,14.6
Luxembourg,19.2,44.8,15.3,20.7
Hungary,38.8,33.9,14.8,12.4
Malta,44.5,35,9.7,10.9
Netherlands,24.8,30.6,22.7,22
Austria,25.7,34,18.5,21.7
Poland,29.2,28,18.6,24.3
Portugal,44.8,38.1,10.2,6.9
Romania,62.1,26,8.1,3.8
Slovenia,26.2,30.1,18,25.7
Slovakia,34.1,38.9,15.8,11.3
Finland,19.4,31.5,19.6,29.4
Sweden,23.6,34.2,18.1,24.2
Norway,21.4,32.5,19.9,26.2
Switzerland,13.2,32.2,21,33.5
Montenegro,57,22.6,13,7.4
Serbia,49.7,29.6,13.5,7.2
Türkiye,64.3,18.9,7.8,9.1
,,,,
Special value,,,,
:,not available,,,
