Data extracted on 09/09/2024 14:35:24 from [ESTAT],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Dataset: ,"Persons reading books in the last 12 months by sex, age, educational attainment and number of books [ilc_scp27]",,,
Last updated: ,22/08/2024 23:00,,,
,,,,
Time frequency,,Annual,,
International Standard Classification of Education (ISCED 2011),,"Less than primary, primary and lower secondary education (levels 0-2)",,
Sex,,Total,,
Age class,,75 years or over,,
Unit of measure,,Percentage,,
Time,,2022,,
,,,,
N_BOOK (Labels),No books,Less than 5 books,From 5 to 9 books,10 books or more
GEO (Labels),,,,
European Union - 27 countries (from 2020),72.3,15.3,5.8,6.7
Belgium,65.3,15.3,8.2,11.2
Bulgaria,89.8,7.3,2,0.8
Czechia,50.7,29.3,10.2,9.8
Denmark,40.8,28.9,12.7,17.6
Germany,:,:,:,:
Estonia,58.8,25.6,6.5,9.2
Ireland,55.9,23.3,8.5,12.2
Greece,85.8,10.9,1.8,1.5
Spain,72.8,18.6,4.4,4.1
France,50.2,24,10.5,15.3
Croatia,89.3,7.7,2.1,0.8
Italy,87,7.2,3,2.8
Cyprus,86.9,8.1,2.9,2.1
Latvia,73.1,12.9,6.2,7.8
Lithuania,84.8,11.1,2,2.1
Luxembourg,38.3,39.1,12,10.6
Hungary,74.9,17.4,5.2,2.5
Malta,66.9,20.5,6.5,6.1
Netherlands,45.9,17.9,17.6,18.6
Austria,62.3,21.5,9.2,7
Poland,81.2,9.1,5,4.7
Portugal,76.7,18.4,2.9,2
Romania,93.9,4.9,0.9,0.2
Slovenia,65.2,22.4,4.6,7.9
Slovakia,87.3,9.9,1.9,0.9
Finland,47.4,25.2,8.9,18.4
Sweden,51.6,20.1,13,15.2
Norway,38.6,31.8,9.5,20.1
Switzerland,41.6,27,9.1,22.3
Montenegro,96.6,2.1,0.4,0.9
Serbia,95.2,3.3,0.8,0.7
Türkiye,93.8,5,0.5,0.7
,,,,
Special value,,,,
:,not available,,,
